subnum,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q41_First Click,Q41_Last Click,Q41_Page Submit,Q41_Click Count,Q1 RP1,Q2 RP2,Q3 RP3,Q4 RP4,Q5 RP5,Q6 RP6,Q7 RP7,Q8 RN1,Q9 RN2,Q10 RN3,Q11 RN4,Q12 RN5,Q13 RN6,Q14 RN7,Q15 LP1,Q16 LP2,Q17 LP3,Q18 LP4,Q19 LP5,Q20 LP6,Q21 LP7,Q22 LN1,Q23 LN2,Q24 LN3,Q25 LN4,Q26 LN5,Q27 LN6,Q28 LN7,Q42_First Click,Q42_Last Click,Q42_Page Submit,Q42_Click Count,age,gender,gender_3_TEXT,tech,comments,hitId,assignmentID,workerId,country,confirmation_code
10,12/23/20 8:22,12/23/20 8:26,0,100,242,1,12/23/20 8:26,R_28U1uhUxnQRSCHz,anonymous,EN,0,0,7.909,0,"25C1343,24C949,17C760,21C765,24C985,15C717,20C749,18C676,16C631,25C640,22C768,18C653,16C649,26C908,23C845,15C741,21C916,17C765,22C712,19C704,END","13C2679,1X2664,7C2554,12C1284,7C940,2C1493,14C876,12X1749,5X2065,4C525,14X1048,3X1042,5C414,3C487,11X1445,10C1005,8C833,11X1589,9C1104,6C805,END","3X2859,26X1250,4X887,23X1341,9C401,16X919,2C353,17C326,11X940,15X2524,13C1197,25C1301,10X1956,22C981,1X1471,20C813,14C1399,21C949,7C1123,19C1093,END","9X2304,16C885,2C1049,26C1212,3X1625,22C865,1X1061,23C470,13C412,24X1258,5X539,18X109,6C100,23C76,5C33,20C89,4C84,17X153,11X169,18C7,12X154,21X89,11X149,19C36,2X114,21C97,9X177,20C17,8C104,24X132,8C25,16C50,14C89,22X1417,10C132,15X1343,7C445,25X862,1X933,17C329,END","24C1136,26C647,21C626,21C625,16C720,26C629,17C548,24C627,16C672,16C805,20C637,25C556,15C718,18C717,22C661,25C789,26C853,15C617,22C749,25C649,23C825,24C585,25C772,23X1113,24C682,18C740,20X1285,19C934,16C604,23C929,17C1001,15C979,22C585,17C793,17C689,21C860,20C1365,19C723,19C609,18C736,END","9C1600,21C954,10C859,15C964,4X1353,17C737,11X1312,24C1321,2C989,16C757,3X1264,19X1396,5X109,22X145,12C4,20C16,7C53,23X113,13C120,26X213,END","7C880,18X896,11X1120,24C856,10C809,25C640,2C1101,16C687,9C1047,19X973,9C440,21X909,5C377,20C589,11X788,26X757,12C128,18X260,3C129,20C165,8X154,15X631,5X219,16C170,13C53,21C60,14X353,25X364,6C0,22C3,3X189,24X173,4X168,17C61,13X122,23C63,1X184,23X156,2X157,17C756,END",,,,,,,,,,,,,,,,,,,,,,2.044,6.008,12.842,3,46,1,,n/a,thanks for the opportunity,,,anonymized,,6289277
11,12/23/20 8:23,12/23/20 8:26,0,100,192,1,12/23/20 8:26,R_2Si7UlhtXJwhHgj,anonymous,EN,1.424,1.968,7.556,2,,,,,,,,,,,,,,,,,,,,,,"16C785,20C71,24X137,18X160,23X184,17X168,21X197,19X202,18C26,24X208,23C5,20C158,25C113,19C147,26C14,17X204,22C112,15C115,25C31,21X198,END","1C328,13C187,6X213,1X228,12X103,4X156,3X244,7X233,3C7,14X277,11C60,9X273,8C15,2X251,13X194,10C19,5X116,9X175,12X193,5X160,END","4C246,21X171,7C4,19X78,2X271,17X215,13C83,22X325,5C159,16X247,9X430,26C52,12X58,24X239,11X236,20C60,6X84,25C22,14X176,18C54,END","4C419,21C119,8X233,24X155,13X182,16C16,4C66,23C30,9X147,18X299,7C169,15X233,12C27,18C9,3X147,26C16,5C18,16X167,8C38,19C41,1X157,20X241,9C140,22X229,12X169,22C132,2C14,25C28,10C117,23C145,6X266,17X150,5X96,15X165,11C22,25X103,14X89,20C115,6X110,26C6,END","15X591,20X119,25C96,24X75,22C82,16C8,25C29,21C101,21X106,17X110,26C96,19C23,18X183,26C149,16C10,24C109,20C68,24C142,22X201,20X192,23X144,25X165,15C41,17C1,26C133,16C22,23C116,21X205,15C44,18X129,16X138,18X163,23C79,19X188,23X150,17X219,19X215,24C144,22X233,19C66,END","2X810,15X152,9C128,21X212,5C12,22C112,13X218,19C90,10C114,18X200,4X157,26C44,14X169,25C18,7X218,17C7,1X253,16X222,8C6,24C109,END","6C233,17X203,3X194,15X217,11C148,25X206,9X177,19C33,11C108,21X216,10X222,20C49,3X297,17X202,5C7,24X219,6C100,21C128,10X242,20C66,14C125,22X195,12X227,18C32,8C144,15C40,13X180,26X202,4C96,23C15,5X181,22X597,1X200,16X221,2X212,25C122,9X197,18C145,7X223,23C97,END",1.913,9.209,33.706,7,40,2,,,good survey ,,,anonymized,,6811577
12,12/23/20 8:23,12/23/20 8:26,0,100,144,1,12/23/20 8:26,R_2qyq1F7X1t0Ak97,anonymous,EN,0,0,27.049,0,,,,,,,,,,,,,,,"24C61,21C64,19C13,17X231,22C7,16X75,18X114,23C65,18C5,24C88,16X175,23C116,25X42,25C47,17C13,26C104,15X173,22C103,END","8C112,13C112,7X102,11C36,3X337,4X166,1C11,9C78,10X292,5X155,2X212,5X202,6X196,14C125,12C73,9X90,4C63,14C92,END","9C48,3X25,16C191,2C106,23C109,7C109,21C149,10X320,22C127,4X184,19X179,5C3,17X198,12C166,24C110,14X116,15X148,13C32,26X83,END","13X708,19X151,3X196,20X218,10C100,24X70,11C100,20C3,7X595,21X169,6C6,2X252,26X415,11X299,3X188,24C62,9C443,15X148,8C64,23X99,5X197,19X192,4X239,18C100,14C100,22X89,8C73,18C39,5X186,17X210,1X192,15X496,10C6,21X98,12C84,16C54,2X247,25X194,END","15X77,20X444,24C27,19C45,26X113,25X177,25X175,24X194,26X224,20C143,17X121,21X128,23X230,24X181,18C19,18C73,21C81,21X223,23X243,16C46,23X162,22X236,22X236,25C4,17C80,23X143,20C91,15C90,19C103,16X104,19C86,15X80,26X189,22X231,17C112,18C707,19X133,18C79,22C12,16X53,END","10X447,23X241,6X205,21X262,1C76,19C171,13X103,24X242,11C152,22C97,2X252,20C112,3C53,25X249,8C41,15C129,5C20,17C82,14X92,18C120,END","8C94,19X102,7X206,24X248,6X200,16C128,13X113,23X164,12C52,26X165,3X185,17C180,9X121,21X177,6X162,18C9,14C127,22C14,10C20,20C85,13X93,25X144,4X202,15C4,3X177,15C23,1X177,22X237,12C169,16X160,2C89,25X237,11C92,23X160,5X218,24X206,5X1608,19X21,9C192,20X131,END",,,,,,,,3.093,5.839,8.776,2,30,1,,,,,,anonymized,,178457
13,12/23/20 8:21,12/23/20 8:26,0,100,307,1,12/23/20 8:26,R_vDANL8q0mcgO0ZX,anonymous,EN,0,0,10.576,0,,,,,,,,"26C1551,15C792,23C1063,17C796,20C598,19C582,15C581,24C700,20C581,21C854,22X1200,22C479,18C621,25C557,16C583,26C777,19C603,21C731,25C566,18C517,END","10C1296,9C668,2C870,7C1106,8C817,1C1003,5C1075,11C922,2C750,1C772,4C1000,13C661,14C598,6X1189,4C813,13C937,10C535,3C668,12X1382,8C1465,END","12X1683,21C1249,2C1375,17C949,3C1228,24C955,13X1373,25C906,7C1256,16C1114,6C1066,22C919,11C1398,20C822,9C895,18C943,8X1549,23C1014,4C712,15C736,END","6X1755,22C991,13C809,21C797,3C866,17C670,14C746,18C737,12X1388,25C964,7C1103,26C803,5C975,19C743,1C757,23X1250,7C727,24C885,10C734,23C1034,13C823,16C747,4C744,20C935,2C1026,18C883,6X1478,20C959,11X1580,22C767,9C897,24C770,11C940,16C758,4C868,26X1444,10C771,15C796,8X1656,15X1199,END","26C1163,22C640,21C682,17C624,26C698,25C593,19C608,16C554,22C669,17C621,20X1054,23C1088,20C784,24C676,23X1492,18C741,21C659,24C1208,24C608,17C686,24C757,15C737,23C1270,19C765,25C735,16C617,18C661,18C627,15C765,16C584,25C585,22X1118,16C653,19C1209,15C685,26C635,15C620,20C664,26C737,21C801,END","11X1841,20C881,1C953,23C1625,12C1053,19C826,4X1582,26C1539,3C888,18C801,14C1117,16C1064,8X1717,22X1693,13X3019,24C983,7C1193,15C936,2C1386,25C1003,END","14C1287,24X1433,1X2290,19C1038,8C1106,16C1051,4X2619,17C1089,7C1289,23C1573,12X1842,16C895,13C1356,22C1192,11X1840,24C1017,2X2245,26C1486,10C1451,15C959,9C1343,19C934,3C1168,21C897,6C910,22X2183,7C1415,25C857,1C1616,20C792,8C987,20X1483,9C1241,17C1204,14X1787,18C872,3C1494,25C995,5C1403,26C1177,END",,,,,,,,,,,,,,,2.182,4.519,8.425,2,40,2,,,,,,anonymized,,7529170
14,12/23/20 8:21,12/23/20 8:26,0,100,290,1,12/23/20 8:26,R_1gMfxrkPLKDLqkw,anonymous,EN,0,0,7.974,0,,,,,,,,,,,,,,,,,,,,,,"15C1094,21C710,19C714,26C773,17C728,16C620,23C807,22C751,19C708,20C748,21C596,18C675,15X979,22C775,24X1032,18C704,26C781,25C695,16C661,23X1007,END","5X2263,1X1511,2X1296,13C1005,8C1167,12X1398,3X1244,12X1210,7C1910,4C912,10C975,6X1421,5C1090,1C1040,8X1734,10C1190,9C719,6C1056,14C889,11C1027,END","6X1640,23C993,2X1575,17C950,14C1271,26C759,3C877,21C976,9C1083,22C660,10C776,18C922,1C1001,24C934,13C1040,16X1422,4C1271,15X1305,12C1124,20C1075,END","13C1608,15C815,6C866,25C925,5C1154,21C932,7C1147,24C875,11C1025,19C799,8X1369,17X1156,3C1164,23X1633,7C1057,23C821,2C1674,22C742,10X1407,18C865,13C760,26C903,3C1157,15C839,14C1793,17C801,12X1235,20C960,9C1096,20C972,9C798,25C716,4C868,22C676,4C638,24C732,1C1060,19C1305,11C789,16X1211,END","17C1095,25C630,21C749,20X1046,20C645,19C673,17C588,24C646,23C635,16C797,21C704,25C533,20C610,26C676,22C618,15X1303,19C598,23C720,25C742,20C624,24C786,26C749,15C786,23C639,18C849,24C668,26X1030,18C672,18C588,16C775,24C676,25X1013,19C674,22C735,18C691,21C933,22C613,16C753,17C735,15X1041,END","14C1813,16C767,10C1110,24C820,12X1692,21C1274,4C1043,19C650,9C989,15C783,3C1125,25C731,5C950,20C768,2C1271,18C739,7C946,22C711,8C945,26C1095,END","9C1488,18C704,3C720,20C757,5X1130,19C655,10C1036,23C925,2C918,18C687,11C816,26C703,8C938,20C769,6C884,19C978,7X1211,21C728,13C1239,23X720,8C1060,25C866,14C741,22C728,13C691,17C711,4C913,17C718,2C864,26C751,1X2096,15X1313,1C720,22C738,4C921,24C788,12C933,25C822,10C747,16C683,END",1.679,3.439,6.352,2,32,1,,,,,,anonymized,,4527948
15,12/23/20 8:23,12/23/20 8:26,0,100,154,1,12/23/20 8:26,R_1NsRqWBUTnDgfh9,anonymous,EN,0,0,7.279,0,,,,,,,,,,,,,,,"21C3240,18C1654,22X2022,21C239,17X114,15X178,19C80,26C65,23C149,20C20,17X167,25X223,16C113,18X370,24C74,23C208,24C134,19C36,26C46,16C59,END","10C272,10X135,13X101,6X135,8X133,1C117,9C74,2C56,14X153,5C103,7X122,2X287,7X163,4X96,11X113,8X177,1C80,3X177,9C16,12X149,END","6X369,25C55,5C9,24C12,11X143,23X79,7C81,21X164,12X163,15X592,14C144,18C125,8X240,16C103,10C167,17C21,2X159,26C64,3C123,19C91,END","11C256,21X154,7C56,15X153,5X171,15C87,4X183,25C83,1C22,24C10,10X206,26C47,6X416,22C65,3C99,20X147,9C20,25X184,3C52,18X207,5X180,17X211,13C14,19C100,9C20,24X248,14X195,21X129,2C32,16X146,8C67,23X212,14X113,23X145,12X194,19X174,7X173,16C74,11X138,18C94,END","18C287,17X195,15X144,17X461,18X161,22C95,21X271,22X107,25C139,16X95,16X170,22X138,21C105,23C153,20X167,24C21,19C176,16X151,26C41,19C10,24X224,26X203,25C117,15X197,20X368,22C120,15C137,25C102,16C118,24C38,21X122,23X155,20X176,19X128,18X143,26C80,17X441,21C108,23X122,18X459,END","13C288,16X158,6C44,23X351,7X367,26X156,1C75,25C92,14C29,18C143,5X157,21X192,3C108,20C63,8C110,15X126,10X159,19X146,12X128,24C95,END","4X431,22X156,8X170,15X207,4C51,16C23,8X203,24C89,12X249,23C36,10C84,25C41,14C11,17C113,3C49,21C133,3X341,15X138,6X217,19C20,2C138,18X200,13C85,23X199,12C2,21C40,5X176,26C89,9C123,24X208,5X192,20C82,11X403,18X90,13C13,19X100,7C64,20C2,1C75,25C145,END",,,,,,,,2.527,21.647,35.875,4,40,1,,"no glitches, no freeze, easy to access and answer,","thank you for the opportunity, love these surveys, waking my brain up! thanks agaiN!",,,anonymized,,9946543
16,12/23/20 8:22,12/23/20 8:26,0,100,262,1,12/23/20 8:26,R_3MtIE1hKHWarIHj,anonymous,EN,1.818,1.818,7.055,1,,,,,,,,,,,,,,,"26C1375,20C721,15C648,17C659,22X904,21C670,20C645,23C627,25C687,23C922,16C697,17C639,21C681,18C775,24C690,22C719,16C887,18C605,26C797,19C837,END","10C1148,11X1574,12X1608,3C1006,4C775,1X1446,13C964,5X1447,14C826,8C902,2C1027,1C1077,7C1095,9C724,6X1193,9C738,6C651,14X1428,10C682,2C853,END","3X2839,25C988,5C1251,26C748,10C777,21C922,9C782,20C830,11C966,18C1110,13C726,23C933,2C1203,17C815,6C715,19C1031,12C744,16C623,7C980,22C675,END","2C1250,25C771,9C824,21C609,1C716,24C910,14C721,19C786,13C696,16C806,8X1335,25C715,12C785,23C879,14C689,19C964,9C953,23C815,10X1037,20C641,2C769,15C716,5C700,20C682,3X1466,18C660,12C691,26C779,1C768,18C727,5C685,26C959,4X1278,17C697,11X1139,22C728,7C785,17C748,6C1004,22C621,END","20C939,18C605,24C660,24C611,26X676,17X890,15C642,19X971,26C623,25C632,16C604,20C563,20C555,16C789,15C595,21C669,21C505,17C671,24C614,22C681,20C645,23X962,26C662,19C711,19C726,16C719,18C678,24C641,19C752,23X839,25C688,25C913,25C570,21C690,22C696,18C849,22C662,15C692,17C557,23C803,END","14C1097,24C609,11X1319,25C876,5C802,19C811,6X1425,26C1117,8X1575,23C951,12X1404,18C805,2C858,17C1002,10C819,20C667,1X971,22C976,7C740,15C692,END","10C1442,21C1249,6X1406,23X1173,13C1208,24C790,1C906,22C672,7C911,26C852,14C653,20C561,5C768,25C805,5C930,26C746,13C893,20C594,8X1209,17C605,2C775,16C692,3C752,25C902,10C998,18C551,4C705,21C939,12X1212,18C682,9C636,19C690,9C653,15C682,4C740,23X1026,11X1082,15C650,2C744,17C682,END",,,,,,,,1.233,3.876,4.323,4,28,2,,,,,,anonymized,,8268678
17,12/23/20 8:22,12/23/20 8:26,0,100,219,1,12/23/20 8:26,R_vMG38PGGBIr2wLL,anonymous,EN,0,0,8.973,0,,,,,,,,"18X2359,23C44,25C19,21C26,19C35,25C59,21C97,15X203,24C10,24X158,16X163,18X115,23X85,20X161,20X117,15X148,26C63,17C4,22C63,16X193,END","2C1250,7C5,4X178,3X158,6X201,13C35,14X170,8X147,6C82,9C12,10X121,1C106,12C40,10X161,11X182,4C79,13C27,5C103,12C29,2X442,END","10X542,15X168,13X232,24C113,14C59,23C98,1X189,16C86,2C131,19C74,3C142,22C5,7X190,26X228,5X190,17C69,11X224,25C157,9C41,18X246,END","7X1155,25X171,4X218,19C13,5C153,25X228,10C32,17X221,12X228,23C171,1X235,19C3,7C156,17X48,12X243,18C4,6X331,26C62,3C13,16C23,8X214,20X210,14X223,24X406,2C4,21C3,11C23,26C93,4X174,18C72,13X144,16X171,9X104,22C156,8C73,22X350,2C60,15X110,13X141,23C154,END","18X1064,25C30,25X176,25X189,20C141,16C172,24C75,15X191,18X220,17X187,24C3,23X200,23X192,26X183,15C168,23C5,26X190,22X167,17C141,18C171,19C172,26X218,20C165,21X201,15C139,16C140,24X211,21C204,19X829,21C39,16X319,25C56,17C125,19X193,16X184,22C22,20C123,19C187,21X217,22X176,END","9X633,19C136,12C9,22X190,1C156,20C124,10C56,25C6,11X215,15X179,2X191,17X202,7X203,23C31,5C173,18X234,3C156,26X211,13X163,21X163,END","11C1246,26X548,12C225,26C43,11X199,21C180,10X163,24C141,5C109,25C27,7C136,18X177,13X205,22X175,9X208,18C147,3X447,23C8,2C156,15X225,14C168,19C150,4X213,19C194,7C188,22X193,1X193,17C54,8X48,21C218,6X876,25X46,2C184,20X209,8C28,15C159,13C38,16C155,3C3,16X223,END",,,,,,,,,,,,,,,2.328,21.958,22.389,7,30,1,,no,its a very good study,,,anonymized,,8622721
18,12/23/20 8:21,12/23/20 8:26,0,100,296,1,12/23/20 8:26,R_2uyxcGIkoiAxf5Q,anonymous,EN,0.704,1.855,6.878,4,,,,,,,,"22C2115,18C731,26C964,16C695,19C677,25C694,21C747,21C589,15C959,17C724,17C581,19C676,23C792,16C706,25C684,26C991,24C691,22X1020,18C731,20C651,END","1X1645,6C1870,12C1157,4C2195,4C556,12C1122,14C1167,9C748,10C824,5C1111,7C1655,11C946,11C544,2C1120,13C834,8C934,1X1424,9C945,7C833,3C718,END","5C1266,26C833,2C1040,16C824,10C868,17C964,14C1464,24C985,3C953,23X1884,6C1482,21C1166,13C1053,20C685,12C1303,19C875,4C1032,15C884,9C982,22C1120,END","14C1450,18C713,10X2267,17C795,1C1307,16C1008,7C1009,20C730,3C1204,25C686,9C1074,25C740,8C1440,23C1020,5C1076,15C909,12C950,16C964,8C938,26C1355,10C1142,24C1501,3C1053,19C910,4C914,19C751,13C917,26C1126,2C1451,24C1192,6C1034,23X1805,11C1891,21C1060,7C1017,18C1435,11C1471,22C943,1X2152,17C782,END","15C739,17C673,20C728,15C697,23C818,25C688,19C994,19C644,16C729,23C813,22C742,21C868,26C732,23C1141,26C831,21C684,18C724,24C1033,24C633,20C890,22C1056,21C1548,20C955,16C742,24C955,22C840,17C862,15C1032,16C716,22C684,16C903,25C822,24C744,25C731,19C912,18C767,26C690,18C667,20C673,17C582,END","12C1779,22C862,9C948,24C797,6C869,15C924,1C1260,25C731,2C967,16C722,8C875,21C862,14C1363,17C751,5C740,20C839,3C1251,19C870,11C1228,23C1129,END","14C1893,19C747,11C1032,25C1249,1C2051,24C846,8C1253,23C911,6C634,22C807,3C1047,15C705,12C918,16C659,13C974,17C820,1C1127,20C790,14C1024,26C938,9C1123,26C832,5C658,18C617,7C902,24C699,6C964,23C1076,10C1435,17C687,4C879,22C741,13C1022,15C643,2C1233,20C677,7C681,21C698,11C721,16C668,END",,,,,,,,,,,,,,,1.889,4.835,11.176,3,33,1,,I did not have any difficulties,,,,anonymized,,9569061
19,12/23/20 8:21,12/23/20 8:26,0,100,315,1,12/23/20 8:26,R_31h31Ig6rf40MVO,anonymous,EN,0,0,7.896,0,,,,,,,,,,,,,,,,,,,,,,"19C1447,22C1030,26X1411,16C610,25C688,18C591,16C2461,15X4818,21X7315,20C2666,25X1837,20C499,24C529,15X2372,22X1688,17X1785,21X3795,23C863,24X7278,18C377,END","14C1912,4C341,10X1264,7C795,6X1740,3X2911,13C740,1C880,12C393,6X2363,5X2999,2C1009,11C306,11C864,5X2160,10C660,9X1032,3X2399,9X2280,8C719,END","8C687,26C465,9C304,15X1053,6X783,23X3151,3C411,21C336,13C407,24X775,5X1448,17C263,4X1335,19C682,11C390,25C177,1C184,16C482,12C747,20X1126,END","12C791,22X2284,1X1210,20X989,12C255,21X793,14X456,17X1272,1C114,22X994,11C293,16C188,7C207,26X915,10C415,15C405,5X930,20C329,9C234,16C546,4C262,18X1823,2X899,24X1495,13X872,19C356,4C154,18X673,8C291,25X555,11C323,24X1141,3X928,21X505,6X530,23C95,14X532,26X1117,5C419,19X1092,END","23C735,16C238,20X5378,18X6403,15C584,19X1672,19X3767,22C455,17X1502,26C2303,20C755,22C772,19C279,24C318,21C141,23X1722,25C217,16C222,26X1069,17X3476,15C84,26X461,18C124,15C227,26X704,20X2032,16X1571,21C3211,23X733,24C276,25X500,17X3597,24X1105,25X335,21X393,15X863,21C451,22X1614,18X2623,18C1026,END","4X1229,16X1290,13C239,22X2395,1C306,17X1636,6C322,9X519,26C245,7C41,20X673,8C781,15C155,2X405,24C176,11C411,25C1350,14C1988,21X601,END","5X830,24C334,10C236,18C596,6X866,20X502,6X420,15C83,10X786,17X1911,14C961,24C321,13C401,17X1142,14C1582,19C566,11X1299,21C512,8X2193,16X518,4X456,20C39,1X1005,26X1973,9X561,19C147,13C3503,23X946,7C71,25C190,2C88,21X1077,3C150,18C185,2C255,25C129,12C97,23C236,3C121,22C307,END",2.259,6.435,17.715,4,32,1,,,none,,,anonymized,,859440
20,12/23/20 8:23,12/23/20 8:26,0,100,213,1,12/23/20 8:26,R_Wv9YAiWqOIePJHb,anonymous,EN,0,0,7.916,0,"26C3082,15C33,20C179,17C119,18C82,23X203,25X242,17X132,18C30,24X114,20X450,21C83,22C337,24X443,19X9028,19X233,21X152,25C101,22C87,16X118,END","13C912,8C71,1C116,2X197,11X157,4C141,3C28,10X142,14C164,5C35,7C5,14X168,9C64,2X127,9X176,13X323,12X246,4C121,6X246,5X212,END","9C895,20C117,2C21,18X56,12X174,19X148,5C8,15C24,7C6,25X175,4C110,26X89,3C49,17C64,8X259,21C32,13X243,24C153,14C30,23C28,END","9X1433,26X162,2X337,16X274,8X106,15C33,5C46,25X102,4C51,22X172,3C49,18X109,9C18,16C55,11X81,25X311,5C141,19C75,7C122,24X173,14X116,19C81,13X192,24X94,1C84,17C117,8C23,18C42,2X134,22X149,3C111,21X176,12X339,17C82,13C16,23X159,10C2,26X178,6C115,20X154,END","18X1145,22X123,18X136,19X74,25X55,24C90,20X167,26C43,23C261,19X143,25C84,23C135,21C110,17X190,17X138,21C87,16X181,19X154,26C100,26C139,16X145,18X181,15X114,15X161,20X180,23C135,21C169,16X207,24C149,25X177,23C164,18X151,22X171,17C182,22C168,22C181,20X213,19X161,24C118,15C13,END","7C647,23X179,9C4,16X122,8X111,15C110,3C132,24C113,2C127,17X300,13C84,22C128,4C109,18X248,6X183,26C117,10C146,20X190,12X118,25X151,END","11C885,20C70,1C109,16X145,10X152,19X157,7C138,17X156,5C97,24C121,3C134,25X306,14C79,24X144,6C117,21C109,9C128,16C111,4C119,18X174,12X124,18X83,7C97,26X127,12C28,23C108,14C11,15X192,1C101,17C26,5C127,21X199,2X194,26C154,8X179,22C158,13C16,25C129,10X200,19X183,END",,,,,,,,,,,,,,,,,,,,,,2.381,43.925,50.389,5,30,1,,nothing,good,,,anonymized,,1263729
